country,year,age,sex,suicides/100k
Singapore,1995,25-34,1,6.91
Singapore,1995,5-14,0,0.88
Singapore,1995,5-14,1,0
Singapore,1996,75+,0,90.28
Singapore,1996,75+,1,49.3
Singapore,1996,55-74,0,12.26
Singapore,1996,25-34,0,11.99
Singapore,1996,35-54,0,10.52
Singapore,1996,55-74,1,10.51
Singapore,1996,15-24,0,9.07
Singapore,1996,25-34,1,5.88
Singapore,1996,35-54,1,4.51
Singapore,1996,15-24,1,2.81
Singapore,1996,5-14,1,1.38
Singapore,1996,5-14,0,0.43
Singapore,1997,75+,0,81.36
Singapore,1997,75+,1,34.32
Singapore,1997,55-74,0,20.44
Singapore,1997,25-34,0,15.6
Singapore,1997,35-54,0,14.94
Singapore,1997,25-34,1,10.02
Singapore,1997,55-74,1,9.67
Singapore,1997,35-54,1,7
Singapore,1997,15-24,0,6.86
Singapore,1997,15-24,1,4.73
Singapore,1997,5-14,0,1.26
Singapore,1997,5-14,1,0.45
Singapore,1998,75+,0,66.23
Singapore,1998,75+,1,44.44
Singapore,1998,55-74,0,24.9
Singapore,1998,55-74,1,18.32
Singapore,1998,25-34,0,14.58
Singapore,1998,35-54,0,13.38
Singapore,1998,15-24,0,10.18
Singapore,1998,25-34,1,8.24
Singapore,1998,15-24,1,7.16
Singapore,1998,35-54,1,6.7
Singapore,1998,5-14,0,1.23
Singapore,1998,5-14,1,0
Singapore,1999,75+,0,66.88
Singapore,1999,55-74,0,23.08
Singapore,1999,75+,1,17.35
Singapore,1999,35-54,0,14.01
Singapore,1999,25-34,0,11.18
Singapore,1999,55-74,1,8.09
Singapore,1999,35-54,1,7.4
Singapore,1999,15-24,0,7
Singapore,1999,25-34,1,5.52
Singapore,1999,15-24,1,3.86
Singapore,1999,5-14,1,1.28
Singapore,1999,5-14,0,0.8
Singapore,2000,75+,0,49.08
Singapore,2000,55-74,0,25.37
Singapore,2000,75+,1,23.21
Singapore,2000,35-54,0,15.65
Singapore,2000,25-34,0,12.54
Singapore,2000,35-54,1,8.03
Singapore,2000,55-74,1,7.94
Singapore,2000,15-24,1,7.68
Singapore,2000,15-24,0,6.51
Singapore,2000,25-34,1,5.94
Singapore,2000,5-14,0,1.97
Singapore,2000,5-14,1,0.42
Singapore,2001,75+,0,51.72
Singapore,2001,75+,1,23.9
Singapore,2001,55-74,0,20.53
Singapore,2001,25-34,0,16.18
Singapore,2001,35-54,0,11.34
Singapore,2001,15-24,0,9.71
Singapore,2001,55-74,1,9.62
Singapore,2001,35-54,1,7.77
Singapore,2001,15-24,1,7.65
Singapore,2001,25-34,1,7.4
Singapore,2001,5-14,0,1.16
Singapore,2001,5-14,1,0.82
Singapore,2002,75+,0,51.08
Singapore,2002,75+,1,35.45
Singapore,2002,55-74,0,15.98
Singapore,2002,35-54,0,14.94
Singapore,2002,25-34,0,14.29
Singapore,2002,15-24,1,9.54
Singapore,2002,35-54,1,9.02
Singapore,2002,55-74,1,8.17
Singapore,2002,25-34,1,6.99
Singapore,2002,15-24,0,6.93
Singapore,2002,5-14,1,0
Singapore,2002,5-14,0,0
Singapore,2003,75+,0,55.84
Singapore,2003,75+,1,28.07
Singapore,2003,55-74,0,17.82
Singapore,2003,25-34,0,14.4
Singapore,2003,35-54,0,12.83
Singapore,2003,55-74,1,11.17
Singapore,2003,15-24,0,10.84
Singapore,2003,35-54,1,7.16
Singapore,2003,25-34,1,6.98
Singapore,2003,15-24,1,6.07
Singapore,2003,5-14,1,0.8
Singapore,2003,5-14,0,0.76
Singapore,2004,75+,0,57.01
Singapore,2004,75+,1,22.99
Singapore,2004,55-74,0,19.84
Singapore,2004,35-54,0,14.54
Singapore,2004,55-74,1,12.98
Singapore,2004,25-34,0,12.92
Singapore,2004,35-54,1,8.7
Singapore,2004,25-34,1,6.25
Singapore,2004,15-24,0,5.69
Singapore,2004,15-24,1,4.54
Singapore,2004,5-14,1,1.64
Singapore,2004,5-14,0,0.38
Singapore,2005,75+,0,72.4
Singapore,2005,55-74,0,22.86
Singapore,2005,75+,1,17.13
Singapore,2005,35-54,0,16.34
Singapore,2005,25-34,0,13.93
Singapore,2005,55-74,1,10.4
Singapore,2005,35-54,1,8.27
Singapore,2005,15-24,0,6.84
Singapore,2005,15-24,1,5.76
Singapore,2005,25-34,1,5.18
Singapore,2005,5-14,1,1.22
Singapore,2005,5-14,0,0
Singapore,2006,75+,0,29.98
Singapore,2006,75+,1,28.11
Singapore,2006,55-74,0,22.41
Singapore,2006,35-54,0,19.17
Singapore,2006,55-74,1,14.26
Singapore,2006,25-34,0,9.36
Singapore,2006,35-54,1,8.93
Singapore,2006,25-34,1,8.2
Singapore,2006,15-24,0,6.24
Singapore,2006,15-24,1,1.29
Singapore,2006,5-14,1,0.41
Singapore,2006,5-14,0,0.39
Singapore,2007,75+,0,60
Singapore,2007,75+,1,24.89
Singapore,2007,55-74,0,15.36
Singapore,2007,55-74,1,14.19
Singapore,2007,35-54,0,12.64
Singapore,2007,25-34,0,10.63
Singapore,2007,15-24,0,9.91
Singapore,2007,35-54,1,7.56
Singapore,2007,25-34,1,6.3
Singapore,2007,15-24,1,4.28
Singapore,2007,5-14,1,0
Singapore,2007,5-14,0,0
Singapore,2008,75+,0,58.95
Singapore,2008,75+,1,18.11
Singapore,2008,55-74,0,17.36
Singapore,2008,35-54,0,15.11
Singapore,2008,25-34,0,10.15
Singapore,2008,55-74,1,9.77
Singapore,2008,35-54,1,7.3
Singapore,2008,25-34,1,4.88
Singapore,2008,15-24,1,4.57
Singapore,2008,15-24,0,3.64
Singapore,2008,5-14,0,0.41
Singapore,2008,5-14,1,0
Singapore,2009,75+,0,43.65
Singapore,2009,75+,1,23.72
Singapore,2009,55-74,0,16.67
Singapore,2009,35-54,0,15.88
Singapore,2009,25-34,0,14.93
Singapore,2009,55-74,1,10.53
Singapore,2009,15-24,0,8.25
Singapore,2009,35-54,1,6.38
Singapore,2009,15-24,1,4.4
Singapore,2009,25-34,1,3.03
Singapore,2009,5-14,1,1.31
Singapore,2009,5-14,0,0.83
Singapore,2010,75+,0,50.66
Singapore,2010,55-74,0,15.2
Singapore,2010,35-54,0,15.04
Singapore,2010,75+,1,14.83
Singapore,2010,55-74,1,8.51
Singapore,2010,25-34,0,7.29
Singapore,2010,35-54,1,5.39
Singapore,2010,15-24,1,5.14
Singapore,2010,25-34,1,4.04
Singapore,2010,15-24,0,2.71
Singapore,2010,5-14,0,0.42
Singapore,2010,5-14,1,0
Singapore,2011,75+,0,32.2
Singapore,2011,55-74,0,20.38
Singapore,2011,75+,1,14.23
Singapore,2011,35-54,0,13
Singapore,2011,55-74,1,12.08
Singapore,2011,25-34,0,6.69
Singapore,2011,35-54,1,5.54
Singapore,2011,15-24,1,5.49
Singapore,2011,15-24,0,4.6
Singapore,2011,25-34,1,2.75
Singapore,2011,5-14,1,0
Singapore,2011,5-14,0,0
Singapore,2012,75+,0,36.02
Singapore,2012,55-74,0,25.82
Singapore,2012,75+,1,17.22
Singapore,2012,35-54,0,14.33
Singapore,2012,35-54,1,10.43
Singapore,2012,55-74,1,9.55
Singapore,2012,25-34,0,8.34
Singapore,2012,15-24,0,7.18
Singapore,2012,15-24,1,6.57
Singapore,2012,25-34,1,5.24
Singapore,2012,5-14,1,0.47
Singapore,2012,5-14,0,0.45
Singapore,2013,75+,0,40.55
Singapore,2013,55-74,0,22.69
Singapore,2013,75+,1,15.35
Singapore,2013,35-54,0,12.5
Singapore,2013,15-24,0,11.36
Singapore,2013,25-34,0,10.93
Singapore,2013,55-74,1,7.8
Singapore,2013,35-54,1,6.34
Singapore,2013,15-24,1,5.82
Singapore,2013,25-34,1,4.53
Singapore,2013,5-14,1,0
Singapore,2013,5-14,0,0
Singapore,2014,75+,0,43.81
Singapore,2014,55-74,0,25.05
Singapore,2014,35-54,0,11.94
Singapore,2014,25-34,0,11.18
Singapore,2014,75+,1,10.27
Singapore,2014,55-74,1,8.49
Singapore,2014,15-24,0,7.71
Singapore,2014,35-54,1,7.29
Singapore,2014,25-34,1,3.11
Singapore,2014,15-24,1,1.99
Singapore,2014,5-14,1,0.48
Singapore,2014,5-14,0,0.46
Singapore,2015,75+,0,21.11
Singapore,2015,55-74,0,18.07
Singapore,2015,35-54,0,13.03
Singapore,2015,75+,1,12.55
Singapore,2015,25-34,0,11.1
Singapore,2015,15-24,0,7.37
Singapore,2015,55-74,1,6.72
Singapore,2015,25-34,1,6.18
Singapore,2015,15-24,1,6.02
Singapore,2015,35-54,1,5.71
Singapore,2015,5-14,0,0.94
Singapore,2015,5-14,1,0.49
Slovakia,1992,75+,0,55.61
Slovakia,1992,35-54,0,43.85
Slovakia,1992,55-74,0,40.64
Slovakia,1992,25-34,0,25.42
Slovakia,1992,15-24,0,13.19
Slovakia,1992,55-74,1,10.99
Slovakia,1992,75+,1,10.7
Slovakia,1992,35-54,1,6.95
Slovakia,1992,25-34,1,4.16
Slovakia,1992,15-24,1,1.78
Slovakia,1992,5-14,1,0.48
Slovakia,1992,5-14,0,0.46
Slovakia,1993,75+,0,49.43
Slovakia,1993,35-54,0,43.56
Slovakia,1993,55-74,0,35.01
Slovakia,1993,25-34,0,23.85
Slovakia,1993,15-24,0,12.37
Slovakia,1993,75+,1,11.1
Slovakia,1993,55-74,1,7.32
Slovakia,1993,35-54,1,5.28
Slovakia,1993,25-34,1,4.23
Slovakia,1993,15-24,1,2.73
Slovakia,1993,5-14,0,0.46
Slovakia,1993,5-14,1,0
Slovakia,1994,75+,0,48.5
Slovakia,1994,35-54,0,37.63
Slovakia,1994,55-74,0,36.2
Slovakia,1994,25-34,0,21.94
Slovakia,1994,15-24,0,14.64
Slovakia,1994,75+,1,7.36
Slovakia,1994,35-54,1,6.96
Slovakia,1994,55-74,1,5.79
Slovakia,1994,15-24,1,2.76
Slovakia,1994,25-34,1,2.12
Slovakia,1994,5-14,0,0.9
Slovakia,1994,5-14,1,0.24
Slovakia,1995,75+,0,54.46
Slovakia,1995,55-74,0,39.2
Slovakia,1995,35-54,0,38.05
Slovakia,1995,25-34,0,24.38
Slovakia,1995,15-24,0,12.6
Slovakia,1995,55-74,1,8.04
Slovakia,1995,35-54,1,6.45
Slovakia,1995,75+,1,6.35
Slovakia,1995,25-34,1,4.79
Slovakia,1995,15-24,1,2.03
Slovakia,1995,5-14,1,1.2
Slovakia,1995,5-14,0,1.15
Slovakia,1996,75+,0,41.13
Slovakia,1996,55-74,0,37.1
Slovakia,1996,35-54,0,33.43
Slovakia,1996,25-34,0,23.13
Slovakia,1996,15-24,0,13.28
Slovakia,1996,75+,1,7.61
Slovakia,1996,35-54,1,6.77
Slovakia,1996,55-74,1,6.18
Slovakia,1996,25-34,1,2.4
Slovakia,1996,5-14,0,1.87
Slovakia,1996,15-24,1,1.11
Slovakia,1996,5-14,1,0.49
Slovakia,1997,75+,0,43.07
Slovakia,1997,35-54,0,35.24
Slovakia,1997,55-74,0,31.75
Slovakia,1997,25-34,0,18.12
Slovakia,1997,15-24,0,9.76
Slovakia,1997,75+,1,9.37
Slovakia,1997,55-74,1,6.61
Slovakia,1997,35-54,1,5.88
Slovakia,1997,15-24,1,2.2
Slovakia,1997,25-34,1,1.86
Slovakia,1997,5-14,0,0.24
Slovakia,1997,5-14,1,0
Slovakia,1998,35-54,0,39.54
Slovakia,1998,75+,0,36.18
Slovakia,1998,55-74,0,30.19
Slovakia,1998,25-34,0,21.01
Slovakia,1998,15-24,0,14.38
Slovakia,1998,55-74,1,6.21
Slovakia,1998,75+,1,6.19
Slovakia,1998,35-54,1,5.02
Slovakia,1998,15-24,1,1.32
Slovakia,1998,25-34,1,1.32
Slovakia,1998,5-14,0,0.48
Slovakia,1998,5-14,1,0
Slovakia,1999,75+,0,42.5
Slovakia,1999,55-74,0,39.25
Slovakia,1999,35-54,0,37.4
Slovakia,1999,25-34,0,16.94
Slovakia,1999,15-24,0,12.29
Slovakia,1999,55-74,1,6.21
Slovakia,1999,75+,1,5.94
Slovakia,1999,35-54,1,5.74
Slovakia,1999,25-34,1,2.59
Slovakia,1999,15-24,1,1.98
Slovakia,1999,5-14,0,1.24
Slovakia,1999,5-14,1,0
Slovakia,2000,75+,0,42.6
Slovakia,2000,55-74,0,36.41
Slovakia,2000,35-54,0,35.72
Slovakia,2000,25-34,0,20.59
Slovakia,2000,15-24,0,14.07
Slovakia,2000,75+,1,9.57
Slovakia,2000,35-54,1,8.25
Slovakia,2000,55-74,1,8.05
Slovakia,2000,15-24,1,2
Slovakia,2000,25-34,1,1.78
Slovakia,2000,5-14,0,0.77
Slovakia,2000,5-14,1,0.27
Slovakia,2001,75+,0,42.98
Slovakia,2001,35-54,0,35.83
Slovakia,2001,55-74,0,30.98
Slovakia,2001,25-34,0,22.85
Slovakia,2001,15-24,0,13.04
Slovakia,2001,75+,1,8.85
Slovakia,2001,35-54,1,7.05
Slovakia,2001,55-74,1,5.17
Slovakia,2001,25-34,1,2.78
Slovakia,2001,15-24,1,1.56
Slovakia,2001,5-14,0,0.79
Slovakia,2001,5-14,1,0
Slovakia,2002,75+,0,61.04
Slovakia,2002,35-54,0,37.52
Slovakia,2002,55-74,0,34.03
Slovakia,2002,25-34,0,23.18
Slovakia,2002,15-24,0,11.26
Slovakia,2002,75+,1,9.19
Slovakia,2002,55-74,1,5.53
Slovakia,2002,35-54,1,4.99
Slovakia,2002,25-34,1,2.46
Slovakia,2002,15-24,1,2.03
Slovakia,2002,5-14,0,0.54
Slovakia,2002,5-14,1,0
Slovakia,2003,35-54,0,44.7
Slovakia,2003,55-74,0,35.89
Slovakia,2003,75+,0,35.35
Slovakia,2003,25-34,0,19.27
Slovakia,2003,15-24,0,11.43
Slovakia,2003,55-74,1,6.85
Slovakia,2003,35-54,1,6.15
Slovakia,2003,75+,1,5.37
Slovakia,2003,25-34,1,2.4
Slovakia,2003,15-24,1,0.91
Slovakia,2003,5-14,0,0.84
Slovakia,2003,5-14,1,0
Slovakia,2004,35-54,0,36.78
Slovakia,2004,55-74,0,30.65
Slovakia,2004,75+,0,29.94
Slovakia,2004,25-34,0,18.29
Slovakia,2004,15-24,0,12.07
Slovakia,2004,55-74,1,6.93
Slovakia,2004,35-54,1,6.67
Slovakia,2004,75+,1,5.79
Slovakia,2004,25-34,1,1.86
Slovakia,2004,15-24,1,1.63
Slovakia,2004,5-14,0,0.29
Slovakia,2004,5-14,1,0
Slovakia,2005,75+,0,45.25
Slovakia,2005,35-54,0,34.97
Slovakia,2005,55-74,0,32.55
Slovakia,2005,25-34,0,19.41
Slovakia,2005,15-24,0,12.95
Slovakia,2005,75+,1,6.22
Slovakia,2005,35-54,1,5.91
Slovakia,2005,55-74,1,4.08
Slovakia,2005,25-34,1,2.05
Slovakia,2005,15-24,1,1.66
Slovakia,2005,5-14,1,0.32
Slovakia,2005,5-14,0,0
Slovakia,2006,15-24,1,0
Slovakia,2006,25-34,1,0
Slovakia,2006,35-54,1,0
Slovakia,2006,5-14,1,0
Slovakia,2006,55-74,1,0
Slovakia,2006,75+,1,0
Slovakia,2006,15-24,0,0
Slovakia,2006,25-34,0,0
Slovakia,2006,35-54,0,0
Slovakia,2006,5-14,0,0
Slovakia,2006,55-74,0,0
Slovakia,2006,75+,0,0
Slovakia,2007,15-24,1,0
Slovakia,2007,25-34,1,0
Slovakia,2007,35-54,1,0
Slovakia,2007,5-14,1,0
Slovakia,2007,55-74,1,0
Slovakia,2007,75+,1,0
Slovakia,2007,15-24,0,0
Slovakia,2007,25-34,0,0
Slovakia,2007,35-54,0,0
Slovakia,2007,5-14,0,0
Slovakia,2007,55-74,0,0
Slovakia,2007,75+,0,0
Slovakia,2008,55-74,0,29.87
Slovakia,2008,75+,0,29.22
Slovakia,2008,35-54,0,28.59
Slovakia,2008,25-34,0,18.4
Slovakia,2008,15-24,0,10.05
Slovakia,2008,75+,1,6.38
Slovakia,2008,35-54,1,4.66
Slovakia,2008,55-74,1,4.32
Slovakia,2008,15-24,1,1.25
Slovakia,2008,25-34,1,1.1
Slovakia,2008,5-14,1,0.36
Slovakia,2008,5-14,0,0
Slovakia,2009,75+,0,37.54
Slovakia,2009,55-74,0,35.22
Slovakia,2009,35-54,0,31.26
Slovakia,2009,25-34,0,13.73
Slovakia,2009,15-24,0,9.8
Slovakia,2009,55-74,1,3.86
Slovakia,2009,35-54,1,2.71
Slovakia,2009,75+,1,2.62
Slovakia,2009,25-34,1,1.32
Slovakia,2009,15-24,1,1.02
Slovakia,2009,5-14,1,0
Slovakia,2009,5-14,0,0
Slovakia,2010,75+,0,35.05
Slovakia,2010,35-54,0,30.67
Slovakia,2010,55-74,0,30.66
Slovakia,2010,25-34,0,16.09
Slovakia,2010,15-24,0,10.63
Slovakia,2010,75+,1,5.71
Slovakia,2010,35-54,1,5.02
Slovakia,2010,55-74,1,4.44
Slovakia,2010,15-24,1,1.85
Slovakia,2010,25-34,1,1.77
Slovakia,2010,5-14,0,1.42
Slovakia,2010,5-14,1,0.37
Slovakia,2012,75+,0,34.28
Slovakia,2012,55-74,0,28.37
Slovakia,2012,35-54,0,26.18
Slovakia,2012,25-34,0,16.28
Slovakia,2012,15-24,0,11.2
Slovakia,2012,55-74,1,5.02
Slovakia,2012,35-54,1,3.89
Slovakia,2012,75+,1,1.52
Slovakia,2012,25-34,1,1.16
Slovakia,2012,15-24,1,0.86
Slovakia,2012,5-14,0,0.72
Slovakia,2012,5-14,1,0
Slovakia,2013,75+,0,39.98
Slovakia,2013,55-74,0,32.55
Slovakia,2013,35-54,0,26.08
Slovakia,2013,25-34,0,17.45
Slovakia,2013,15-24,0,10.99
Slovakia,2013,55-74,1,4.28
Slovakia,2013,35-54,1,4.13
Slovakia,2013,75+,1,3.5
Slovakia,2013,15-24,1,2.95
Slovakia,2013,25-34,1,1.64
Slovakia,2013,5-14,0,0.36
Slovakia,2013,5-14,1,0
Slovakia,2014,75+,0,41.34
Slovakia,2014,55-74,0,30.47
Slovakia,2014,35-54,0,22.18
Slovakia,2014,25-34,0,13.65
Slovakia,2014,15-24,0,8.75
Slovakia,2014,55-74,1,5.29
Slovakia,2014,75+,1,3.44
Slovakia,2014,25-34,1,3.1
Slovakia,2014,35-54,1,3.07
Slovakia,2014,15-24,1,1.53
Slovakia,2014,5-14,1,0
Slovakia,2014,5-14,0,0
Slovenia,1995,75+,0,104.65
Slovenia,1995,55-74,0,76.23
Slovenia,1995,35-54,0,60.46
Slovenia,1995,25-34,0,36.46
Slovenia,1995,15-24,0,33.71
Slovenia,1995,75+,1,27.3
Slovenia,1995,55-74,1,21.79
Slovenia,1995,35-54,1,15.31
Slovenia,1995,25-34,1,10.72
Slovenia,1995,15-24,1,4.16
Slovenia,1995,5-14,0,2.28
Slovenia,1995,5-14,1,0.8
Slovenia,1996,75+,0,114.94
Slovenia,1996,55-74,0,92.83
Slovenia,1996,35-54,0,61.27
Slovenia,1996,25-34,0,44.77
Slovenia,1996,75+,1,26.76
Slovenia,1996,55-74,1,23.57
Slovenia,1996,15-24,0,21.58
Slovenia,1996,35-54,1,19.37
Slovenia,1996,25-34,1,6.69
Slovenia,1996,15-24,1,6.21
Slovenia,1996,5-14,1,1.6
Slovenia,1996,5-14,0,1.52
Slovenia,1997,75+,0,115.67
Slovenia,1997,55-74,0,81.08
Slovenia,1997,35-54,0,66.09
Slovenia,1997,25-34,0,47.29
Slovenia,1997,15-24,0,26.4
Slovenia,1997,75+,1,25.64
Slovenia,1997,35-54,1,18.95
Slovenia,1997,55-74,1,16.12
Slovenia,1997,25-34,1,6.15
Slovenia,1997,15-24,1,3.47
Slovenia,1997,5-14,0,2.4
Slovenia,1997,5-14,1,0.84
Slovenia,1998,75+,0,104.32
Slovenia,1998,55-74,0,78.7
Slovenia,1998,35-54,0,68.7
Slovenia,1998,15-24,0,39.31
Slovenia,1998,25-34,0,33.82
Slovenia,1998,75+,1,29.1
Slovenia,1998,55-74,1,19.31
Slovenia,1998,35-54,1,14.65
Slovenia,1998,25-34,1,12.43
Slovenia,1998,15-24,1,9.09
Slovenia,1998,5-14,0,3.3
Slovenia,1998,5-14,1,0.87
Slovenia,1999,75+,0,107.64
Slovenia,1999,55-74,0,76.62
Slovenia,1999,35-54,0,62.73
Slovenia,1999,25-34,0,44.2
Slovenia,1999,55-74,1,24.75
Slovenia,1999,15-24,0,23.46
Slovenia,1999,75+,1,18.95
Slovenia,1999,35-54,1,16.94
Slovenia,1999,25-34,1,7.63
Slovenia,1999,15-24,1,7.04
Slovenia,1999,5-14,0,3.4
Slovenia,1999,5-14,1,0
Slovenia,2000,75+,0,120.97
Slovenia,2000,55-74,0,73.53
Slovenia,2000,35-54,0,60.46
Slovenia,2000,25-34,0,36.65
Slovenia,2000,55-74,1,29.6
Slovenia,2000,75+,1,26.52
Slovenia,2000,15-24,0,22.33
Slovenia,2000,35-54,1,16.28
Slovenia,2000,15-24,1,9.22
Slovenia,2000,25-34,1,7.69
Slovenia,2000,5-14,0,0.87
Slovenia,2000,5-14,1,0
Slovenia,2001,75+,0,144.71
Slovenia,2001,55-74,0,76.77
Slovenia,2001,35-54,0,56.76
Slovenia,2001,25-34,0,43.33
Slovenia,2001,75+,1,30.43
Slovenia,2001,15-24,0,24.5
Slovenia,2001,55-74,1,20.29
Slovenia,2001,35-54,1,13.43
Slovenia,2001,15-24,1,7.21
Slovenia,2001,25-34,1,4.19
Slovenia,2001,5-14,0,1.78
Slovenia,2001,5-14,1,0
Slovenia,2002,75+,0,106.71
Slovenia,2002,55-74,0,76.29
Slovenia,2002,35-54,0,60.74
Slovenia,2002,25-34,0,30.63
Slovenia,2002,75+,1,23.97
Slovenia,2002,15-24,0,17.28
Slovenia,2002,55-74,1,15.95
Slovenia,2002,35-54,1,13.98
Slovenia,2002,25-34,1,5.6
Slovenia,2002,15-24,1,2.19
Slovenia,2002,5-14,1,0.96
Slovenia,2002,5-14,0,0
Slovenia,2003,75+,0,115.14
Slovenia,2003,55-74,0,73.83
Slovenia,2003,35-54,0,58.33
Slovenia,2003,25-34,0,30.43
Slovenia,2003,75+,1,27.94
Slovenia,2003,15-24,0,24.5
Slovenia,2003,55-74,1,21.96
Slovenia,2003,35-54,1,11.91
Slovenia,2003,15-24,1,6.66
Slovenia,2003,25-34,1,4.91
Slovenia,2003,5-14,0,0.95
Slovenia,2003,5-14,1,0
Slovenia,2004,55-74,0,64.36
Slovenia,2004,75+,0,51.64
Slovenia,2004,35-54,0,51.38
Slovenia,2004,75+,1,26.85
Slovenia,2004,25-34,0,24.94
Slovenia,2004,55-74,1,23.2
Slovenia,2004,15-24,0,21.55
Slovenia,2004,35-54,1,15.19
Slovenia,2004,15-24,1,9.08
Slovenia,2004,25-34,1,6.28
Slovenia,2004,5-14,1,2.06
Slovenia,2004,5-14,0,1.95
Slovenia,2005,75+,0,110.13
Slovenia,2005,55-74,0,56.96
Slovenia,2005,35-54,0,48.3
Slovenia,2005,25-34,0,38.22
Slovenia,2005,15-24,0,21.33
Slovenia,2005,75+,1,20.28
Slovenia,2005,55-74,1,20.18
Slovenia,2005,35-54,1,12.24
Slovenia,2005,25-34,1,4.84
Slovenia,2005,15-24,1,3.88
Slovenia,2005,5-14,1,1.05
Slovenia,2005,5-14,0,0
Slovenia,2006,75+,0,114.86
Slovenia,2006,55-74,0,72.83
Slovenia,2006,35-54,0,50.68
Slovenia,2006,25-34,0,28.66
Slovenia,2006,75+,1,22.71
Slovenia,2006,55-74,1,20.39
Slovenia,2006,15-24,0,15.73
Slovenia,2006,35-54,1,10.96
Slovenia,2006,15-24,1,5.57
Slovenia,2006,25-34,1,5.48
Slovenia,2006,5-14,1,0
Slovenia,2006,5-14,0,0
Slovenia,2007,75+,0,101.72
Slovenia,2007,55-74,0,56.01
Slovenia,2007,35-54,0,38.3
Slovenia,2007,25-34,0,26.31
Slovenia,2007,75+,1,21.91
Slovenia,2007,55-74,1,13.87
Slovenia,2007,15-24,0,11.46
Slovenia,2007,35-54,1,10.65
Slovenia,2007,15-24,1,5.75
Slovenia,2007,25-34,1,5.47
Slovenia,2007,5-14,1,0
Slovenia,2007,5-14,0,0
Slovenia,2008,75+,0,88.08
Slovenia,2008,55-74,0,46.54
Slovenia,2008,35-54,0,38.86
Slovenia,2008,15-24,0,21.37
Slovenia,2008,25-34,0,21.32
Slovenia,2008,75+,1,17.14
Slovenia,2008,55-74,1,14.11
Slovenia,2008,35-54,1,8.35
Slovenia,2008,25-34,1,4.79
Slovenia,2008,15-24,1,2.53
Slovenia,2008,5-14,1,0
Slovenia,2008,5-14,0,0
Slovenia,2009,75+,0,78.15
Slovenia,2009,55-74,0,55.25
Slovenia,2009,35-54,0,42.3
Slovenia,2009,25-34,0,26.5
Slovenia,2009,75+,1,20.65
Slovenia,2009,55-74,1,16.51
Slovenia,2009,15-24,0,14.34
Slovenia,2009,35-54,1,11.04
Slovenia,2009,15-24,1,2.6
Slovenia,2009,25-34,1,1.37
Slovenia,2009,5-14,1,0
Slovenia,2009,5-14,0,0
Slovenia,2010,75+,0,96.29
Slovenia,2010,55-74,0,49.14
Slovenia,2010,35-54,0,38.39
Slovenia,2010,15-24,0,20.64
Slovenia,2010,25-34,0,19.88
Slovenia,2010,55-74,1,14.94
Slovenia,2010,75+,1,11.49
Slovenia,2010,35-54,1,8.39
Slovenia,2010,25-34,1,3.44
Slovenia,2010,5-14,0,2.1
Slovenia,2010,15-24,1,0.89
Slovenia,2010,5-14,1,0
Slovenia,2011,75+,0,105.15
Slovenia,2011,55-74,0,59.21
Slovenia,2011,35-54,0,35.66
Slovenia,2011,75+,1,18.76
Slovenia,2011,15-24,0,17.94
Slovenia,2011,25-34,0,16.48
Slovenia,2011,55-74,1,12.57
Slovenia,2011,35-54,1,10.08
Slovenia,2011,25-34,1,4.9
Slovenia,2011,15-24,1,0.91
Slovenia,2011,5-14,1,0
Slovenia,2011,5-14,0,0
Slovenia,2012,75+,0,107.95
Slovenia,2012,55-74,0,51.77
Slovenia,2012,35-54,0,42.77
Slovenia,2012,25-34,0,18.03
Slovenia,2012,15-24,0,17.66
Slovenia,2012,55-74,1,15.68
Slovenia,2012,75+,1,11.06
Slovenia,2012,35-54,1,6.4
Slovenia,2012,25-34,1,6.37
Slovenia,2012,5-14,1,1.11
Slovenia,2012,15-24,1,0.94
Slovenia,2012,5-14,0,0
Slovenia,2013,75+,0,98.96
Slovenia,2013,55-74,0,52.19
Slovenia,2013,35-54,0,38.84
Slovenia,2013,25-34,0,23.5
Slovenia,2013,15-24,0,21.11
Slovenia,2013,75+,1,18.17
Slovenia,2013,55-74,1,15.46
Slovenia,2013,35-54,1,6.08
Slovenia,2013,25-34,1,5.73
Slovenia,2013,15-24,1,1.95
Slovenia,2013,5-14,0,1.03
Slovenia,2013,5-14,1,0
Slovenia,2014,75+,0,85.21
Slovenia,2014,55-74,0,46.55
Slovenia,2014,35-54,0,36.22
Slovenia,2014,25-34,0,22.1
Slovenia,2014,15-24,0,15.15
Slovenia,2014,75+,1,13.39
Slovenia,2014,55-74,1,8.43
Slovenia,2014,35-54,1,7.1
Slovenia,2014,15-24,1,3.01
Slovenia,2014,25-34,1,2.2
Slovenia,2014,5-14,0,1.01
Slovenia,2014,5-14,1,0
Slovenia,2015,75+,0,99.45
Slovenia,2015,55-74,0,50.02
Slovenia,2015,35-54,0,33.62
Slovenia,2015,25-34,0,20.04
Slovenia,2015,75+,1,16.67
Slovenia,2015,55-74,1,15.86
Slovenia,2015,15-24,0,13.55
Slovenia,2015,35-54,1,7.78
Slovenia,2015,25-34,1,3.76
Slovenia,2015,15-24,1,3.07
Slovenia,2015,5-14,0,0.99
Slovenia,2015,5-14,1,0
South Africa,1996,75+,0,3.59
South Africa,1996,25-34,0,0.97
South Africa,1996,35-54,0,0.89
South Africa,1996,55-74,0,0.67
South Africa,1996,15-24,0,0.62
