country,year,age,sex,suicides/100k
Albania,1987,15-24,0,6.71
Albania,1987,35-54,0,5.19
Albania,1987,15-24,1,4.83
Albania,1987,75+,0,4.59
Albania,1987,25-34,0,3.28
Albania,1987,75+,1,2.81
Albania,1987,35-54,1,2.15
Albania,1987,25-34,1,1.56
Albania,1987,55-74,0,0.73
Albania,1987,5-14,1,0
Albania,1987,55-74,1,0
Albania,1987,5-14,0,0
Albania,1988,75+,1,5.49
Albania,1988,15-24,0,5.33
Albania,1988,75+,0,4.48
Albania,1988,35-54,0,4.46
Albania,1988,55-74,0,2.85
Albania,1988,15-24,1,2.71
Albania,1988,55-74,1,2.03
Albania,1988,25-34,1,1.91
Albania,1988,25-34,0,1.79
Albania,1988,35-54,1,1.41
Albania,1988,5-14,1,0
Albania,1988,5-14,0,0
Albania,1989,75+,0,8.89
Albania,1989,25-34,0,6.35
Albania,1989,35-54,0,4.71
Albania,1989,55-74,0,4.22
Albania,1989,15-24,0,3.71
Albania,1989,35-54,1,2.43
Albania,1989,15-24,1,1.67
Albania,1989,25-34,1,0.75
Albania,1989,55-74,1,0.67
Albania,1989,5-14,1,0
Albania,1989,75+,1,0
Albania,1989,5-14,0,0
Albania,1992,35-54,0,3.49
Albania,1992,15-24,0,3.41
Albania,1992,55-74,0,3.13
Albania,1992,25-34,0,2.85
Albania,1992,15-24,1,2.39
Albania,1992,25-34,1,1.5
Albania,1992,35-54,1,0.62
Albania,1992,55-74,1,0.61
Albania,1992,5-14,1,0
Albania,1992,75+,1,0
Albania,1992,5-14,0,0
Albania,1992,75+,0,0
Albania,1993,15-24,0,7.4
Albania,1993,55-74,0,4.24
Albania,1993,75+,0,4.13
Albania,1993,25-34,0,3.91
Albania,1993,15-24,1,3.51
Albania,1993,35-54,0,2.85
Albania,1993,25-34,1,2.67
Albania,1993,35-54,1,2.11
Albania,1993,55-74,1,1.18
Albania,1993,5-14,1,0.29
Albania,1993,5-14,0,0.27
Albania,1993,75+,1,0
Albania,1994,75+,0,8.13
Albania,1994,55-74,0,6.42
Albania,1994,75+,1,5.01
Albania,1994,25-34,0,2.59
Albania,1994,35-54,0,2.48
Albania,1994,15-24,0,2.48
Albania,1994,15-24,1,2.12
Albania,1994,25-34,1,1.53
Albania,1994,35-54,1,0.58
Albania,1994,55-74,1,0.57
Albania,1994,5-14,0,0.27
Albania,1994,5-14,1,0
Albania,1995,25-34,0,5.58
Albania,1995,55-74,0,5.06
Albania,1995,75+,1,4.9
Albania,1995,15-24,1,4.59
Albania,1995,15-24,0,4.56
Albania,1995,75+,0,3.98
Albania,1995,35-54,0,3.72
Albania,1995,25-34,1,2.65
Albania,1995,35-54,1,2.24
Albania,1995,5-14,0,1.59
Albania,1995,55-74,1,1.11
Albania,1995,5-14,1,0.57
Albania,1996,75+,0,7.87
Albania,1996,15-24,0,6.98
Albania,1996,25-34,0,5.95
Albania,1996,15-24,1,5.56
Albania,1996,75+,1,4.85
Albania,1996,25-34,1,3.73
Albania,1996,35-54,0,3.16
Albania,1996,35-54,1,2.49
Albania,1996,55-74,0,1.67
Albania,1996,55-74,1,0.55
Albania,1996,5-14,0,0.53
Albania,1996,5-14,1,0.28
Albania,1997,25-34,0,15.25
Albania,1997,15-24,0,13.5
Albania,1997,75+,0,11.81
Albania,1997,35-54,0,7.88
Albania,1997,15-24,1,7.14
Albania,1997,55-74,0,6.66
Albania,1997,25-34,1,5.84
Albania,1997,75+,1,4.75
Albania,1997,35-54,1,1.89
Albania,1997,5-14,1,1.66
Albania,1997,5-14,0,1.05
Albania,1997,55-74,1,0
Albania,1998,75+,0,11.63
Albania,1998,15-24,0,10.85
Albania,1998,15-24,1,10.83
Albania,1998,25-34,0,10.82
Albania,1998,35-54,0,7.47
Albania,1998,55-74,0,4.9
Albania,1998,25-34,1,3.63
Albania,1998,55-74,1,3.19
Albania,1998,35-54,1,2.42
Albania,1998,5-14,0,0.51
Albania,1998,5-14,1,0.27
Albania,1998,75+,1,0
Albania,1999,75+,0,11.58
Albania,1999,15-24,0,9.58
Albania,1999,75+,1,9.43
Albania,1999,35-54,0,7.93
Albania,1999,25-34,0,7.84
Albania,1999,55-74,0,7.56
Albania,1999,15-24,1,6.4
Albania,1999,25-34,1,4.7
Albania,1999,55-74,1,3.18
Albania,1999,35-54,1,1.34
Albania,1999,5-14,1,0.27
Albania,1999,5-14,0,0
Albania,2000,25-34,0,7.33
Albania,2000,55-74,0,5.64
Albania,2000,75+,1,5.29
Albania,2000,75+,0,4.02
Albania,2000,15-24,1,2.27
Albania,2000,15-24,0,2.08
Albania,2000,35-54,1,1.51
Albania,2000,25-34,1,1.22
Albania,2000,35-54,0,1.07
Albania,2000,5-14,0,0.27
Albania,2000,5-14,1,0
Albania,2000,55-74,1,0
Albania,2001,25-34,0,10.65
Albania,2001,35-54,0,8.98
Albania,2001,55-74,0,5.59
Albania,2001,75+,1,4.23
Albania,2001,15-24,0,3.91
Albania,2001,15-24,1,3.32
Albania,2001,35-54,1,3.24
Albania,2001,75+,0,3.22
Albania,2001,55-74,1,3.16
Albania,2001,5-14,0,1.87
Albania,2001,25-34,1,1.8
Albania,2001,5-14,1,0.65
Albania,2002,75+,0,12.9
Albania,2002,25-34,0,11.15
Albania,2002,35-54,0,9.16
Albania,2002,55-74,0,6.56
Albania,2002,15-24,0,5.7
Albania,2002,15-24,1,5.07
Albania,2002,35-54,1,4
Albania,2002,25-34,1,3.13
Albania,2002,75+,1,2.11
Albania,2002,55-74,1,2.09
Albania,2002,5-14,1,0.33
Albania,2002,5-14,0,0.31
Albania,2003,75+,1,12.22
Albania,2003,55-74,0,7.94
Albania,2003,35-54,0,7.25
Albania,2003,15-24,0,5.49
Albania,2003,15-24,1,4.93
Albania,2003,55-74,1,4.6
Albania,2003,25-34,0,4.38
Albania,2003,25-34,1,4.04
Albania,2003,35-54,1,3.41
Albania,2003,75+,0,3.06
Albania,2003,5-14,0,1.28
Albania,2003,5-14,1,0
Albania,2004,75+,0,11.26
Albania,2004,35-54,0,9.95
Albania,2004,25-34,0,7.85
Albania,2004,15-24,1,6.84
Albania,2004,15-24,0,6.63
Albania,2004,75+,1,5.89
Albania,2004,25-34,1,4.95
Albania,2004,55-74,0,4.83
Albania,2004,35-54,1,4.34
Albania,2004,55-74,1,1.47
Albania,2004,5-14,1,1.05
Albania,2004,5-14,0,0.33
Albania,2005,15-24,1,0
Albania,2005,25-34,1,0
Albania,2005,35-54,1,0
Albania,2005,5-14,1,0
Albania,2005,55-74,1,0
Albania,2005,75+,1,0
Albania,2005,15-24,0,0
Albania,2005,25-34,0,0
Albania,2005,35-54,0,0
Albania,2005,5-14,0,0
Albania,2005,55-74,0,0
Albania,2005,75+,0,0
Albania,2006,15-24,1,0
Albania,2006,25-34,1,0
Albania,2006,35-54,1,0
Albania,2006,5-14,1,0
Albania,2006,55-74,1,0
Albania,2006,75+,1,0
Albania,2006,15-24,0,0
Albania,2006,25-34,0,0
Albania,2006,35-54,0,0
Albania,2006,5-14,0,0
Albania,2006,55-74,0,0
Albania,2006,75+,0,0
Albania,2007,75+,0,18.88
Albania,2007,35-54,0,7.66
Albania,2007,55-74,0,6.25
Albania,2007,75+,1,5.23
Albania,2007,25-34,0,5.22
Albania,2007,15-24,1,4.63
Albania,2007,15-24,0,4.51
Albania,2007,25-34,1,4.36
Albania,2007,55-74,1,4.07
Albania,2007,35-54,1,3.57
Albania,2007,5-14,0,1.47
Albania,2007,5-14,1,0
Albania,2008,25-34,0,12.15
Albania,2008,35-54,0,9.81
Albania,2008,55-74,0,9.18
Albania,2008,75+,1,8.42
Albania,2008,15-24,1,7.24
Albania,2008,25-34,1,4.93
Albania,2008,35-54,1,4.82
Albania,2008,75+,0,4.49
Albania,2008,15-24,0,3.84
Albania,2008,55-74,1,3.09
Albania,2008,5-14,0,2.67
Albania,2008,5-14,1,0.41
Albania,2009,15-24,1,0
Albania,2009,25-34,1,0
Albania,2009,35-54,1,0
Albania,2009,5-14,1,0
Albania,2009,55-74,1,0
Albania,2009,75+,1,0
Albania,2009,15-24,0,0
Albania,2009,25-34,0,0
Albania,2009,35-54,0,0
Albania,2009,5-14,0,0
Albania,2009,55-74,0,0
Albania,2009,75+,0,0
Albania,2010,55-74,0,8.27
Albania,2010,35-54,0,5.38
Albania,2010,25-34,0,5.01
Albania,2010,75+,0,3.94
Albania,2010,15-24,0,3.58
Albania,2010,25-34,1,3.27
Albania,2010,75+,1,3.1
Albania,2010,35-54,1,3.04
Albania,2010,55-74,1,2.9
Albania,2010,15-24,1,2.28
Albania,2010,5-14,1,0.89
Albania,2010,5-14,0,0
Antigua and Barbuda,1985,15-24,1,0
Antigua and Barbuda,1985,25-34,1,0
Antigua and Barbuda,1985,35-54,1,0
Antigua and Barbuda,1985,5-14,1,0
Antigua and Barbuda,1985,55-74,1,0
Antigua and Barbuda,1985,75+,1,0
Antigua and Barbuda,1985,15-24,0,0
Antigua and Barbuda,1985,25-34,0,0
Antigua and Barbuda,1985,35-54,0,0
Antigua and Barbuda,1985,5-14,0,0
Antigua and Barbuda,1985,55-74,0,0
Antigua and Barbuda,1985,75+,0,0
Antigua and Barbuda,1986,15-24,1,0
Antigua and Barbuda,1986,25-34,1,0
Antigua and Barbuda,1986,35-54,1,0
Antigua and Barbuda,1986,5-14,1,0
Antigua and Barbuda,1986,55-74,1,0
Antigua and Barbuda,1986,75+,1,0
Antigua and Barbuda,1986,15-24,0,0
Antigua and Barbuda,1986,25-34,0,0
Antigua and Barbuda,1986,35-54,0,0
Antigua and Barbuda,1986,5-14,0,0
Antigua and Barbuda,1986,55-74,0,0
Antigua and Barbuda,1986,75+,0,0
Antigua and Barbuda,1987,15-24,1,0
Antigua and Barbuda,1987,25-34,1,0
Antigua and Barbuda,1987,35-54,1,0
Antigua and Barbuda,1987,5-14,1,0
Antigua and Barbuda,1987,55-74,1,0
Antigua and Barbuda,1987,75+,1,0
Antigua and Barbuda,1987,15-24,0,0
Antigua and Barbuda,1987,25-34,0,0
Antigua and Barbuda,1987,35-54,0,0
Antigua and Barbuda,1987,5-14,0,0
Antigua and Barbuda,1987,55-74,0,0
Antigua and Barbuda,1987,75+,0,0
Antigua and Barbuda,1988,15-24,1,0
Antigua and Barbuda,1988,25-34,1,0
Antigua and Barbuda,1988,35-54,1,0
Antigua and Barbuda,1988,5-14,1,0
Antigua and Barbuda,1988,55-74,1,0
Antigua and Barbuda,1988,75+,1,0
Antigua and Barbuda,1988,15-24,0,0
Antigua and Barbuda,1988,25-34,0,0
Antigua and Barbuda,1988,35-54,0,0
Antigua and Barbuda,1988,5-14,0,0
Antigua and Barbuda,1988,55-74,0,0
Antigua and Barbuda,1988,75+,0,0
Antigua and Barbuda,1989,15-24,1,0
Antigua and Barbuda,1989,25-34,1,0
Antigua and Barbuda,1989,35-54,1,0
Antigua and Barbuda,1989,5-14,1,0
Antigua and Barbuda,1989,55-74,1,0
Antigua and Barbuda,1989,75+,1,0
Antigua and Barbuda,1989,15-24,0,0
Antigua and Barbuda,1989,25-34,0,0
Antigua and Barbuda,1989,35-54,0,0
Antigua and Barbuda,1989,5-14,0,0
Antigua and Barbuda,1989,55-74,0,0
Antigua and Barbuda,1989,75+,0,0
Antigua and Barbuda,1990,35-54,0,17.24
Antigua and Barbuda,1990,15-24,1,0
Antigua and Barbuda,1990,25-34,1,0
Antigua and Barbuda,1990,35-54,1,0
Antigua and Barbuda,1990,5-14,1,0
Antigua and Barbuda,1990,55-74,1,0
Antigua and Barbuda,1990,75+,1,0
Antigua and Barbuda,1990,15-24,0,0
Antigua and Barbuda,1990,25-34,0,0
Antigua and Barbuda,1990,5-14,0,0
Antigua and Barbuda,1990,55-74,0,0
Antigua and Barbuda,1990,75+,0,0
Antigua and Barbuda,1991,15-24,1,0
Antigua and Barbuda,1991,25-34,1,0
Antigua and Barbuda,1991,35-54,1,0
Antigua and Barbuda,1991,5-14,1,0
Antigua and Barbuda,1991,55-74,1,0
Antigua and Barbuda,1991,75+,1,0
Antigua and Barbuda,1991,15-24,0,0
Antigua and Barbuda,1991,25-34,0,0
Antigua and Barbuda,1991,35-54,0,0
Antigua and Barbuda,1991,5-14,0,0
Antigua and Barbuda,1991,55-74,0,0
Antigua and Barbuda,1991,75+,0,0
Antigua and Barbuda,1992,15-24,1,0
Antigua and Barbuda,1992,25-34,1,0
Antigua and Barbuda,1992,35-54,1,0
Antigua and Barbuda,1992,5-14,1,0
Antigua and Barbuda,1992,55-74,1,0
Antigua and Barbuda,1992,75+,1,0
Antigua and Barbuda,1992,15-24,0,0
Antigua and Barbuda,1992,25-34,0,0
Antigua and Barbuda,1992,35-54,0,0
Antigua and Barbuda,1992,5-14,0,0
Antigua and Barbuda,1992,55-74,0,0
Antigua and Barbuda,1992,75+,0,0
Antigua and Barbuda,1993,25-34,0,15
Antigua and Barbuda,1993,15-24,1,0
Antigua and Barbuda,1993,25-34,1,0
Antigua and Barbuda,1993,35-54,1,0
Antigua and Barbuda,1993,5-14,1,0
Antigua and Barbuda,1993,55-74,1,0
Antigua and Barbuda,1993,75+,1,0
Antigua and Barbuda,1993,15-24,0,0
Antigua and Barbuda,1993,35-54,0,0
Antigua and Barbuda,1993,5-14,0,0
Antigua and Barbuda,1993,55-74,0,0
Antigua and Barbuda,1993,75+,0,0
Antigua and Barbuda,1994,15-24,1,0
Antigua and Barbuda,1994,25-34,1,0
Antigua and Barbuda,1994,35-54,1,0
Antigua and Barbuda,1994,5-14,1,0
Antigua and Barbuda,1994,55-74,1,0
Antigua and Barbuda,1994,75+,1,0
Antigua and Barbuda,1994,15-24,0,0
Antigua and Barbuda,1994,25-34,0,0
Antigua and Barbuda,1994,35-54,0,0
Antigua and Barbuda,1994,5-14,0,0
Antigua and Barbuda,1994,55-74,0,0
Antigua and Barbuda,1994,75+,0,0
Antigua and Barbuda,1995,15-24,1,0
Antigua and Barbuda,1995,25-34,1,0
Antigua and Barbuda,1995,35-54,1,0
Antigua and Barbuda,1995,5-14,1,0
Antigua and Barbuda,1995,55-74,1,0
Antigua and Barbuda,1995,75+,1,0
Antigua and Barbuda,1995,15-24,0,0
Antigua and Barbuda,1995,25-34,0,0
Antigua and Barbuda,1995,35-54,0,0
Antigua and Barbuda,1995,5-14,0,0
Antigua and Barbuda,1995,55-74,0,0
Antigua and Barbuda,1995,75+,0,0
Antigua and Barbuda,1998,15-24,1,0
Antigua and Barbuda,1998,25-34,1,0
Antigua and Barbuda,1998,35-54,1,0
Antigua and Barbuda,1998,5-14,1,0
Antigua and Barbuda,1998,55-74,1,0
Antigua and Barbuda,1998,75+,1,0
Antigua and Barbuda,1998,15-24,0,0
Antigua and Barbuda,1998,25-34,0,0
Antigua and Barbuda,1998,35-54,0,0
Antigua and Barbuda,1998,5-14,0,0
Antigua and Barbuda,1998,55-74,0,0
Antigua and Barbuda,1998,75+,0,0
Antigua and Barbuda,1999,15-24,1,0
Antigua and Barbuda,1999,25-34,1,0
Antigua and Barbuda,1999,35-54,1,0
Antigua and Barbuda,1999,5-14,1,0
Antigua and Barbuda,1999,55-74,1,0
Antigua and Barbuda,1999,75+,1,0
Antigua and Barbuda,1999,15-24,0,0
Antigua and Barbuda,1999,25-34,0,0
Antigua and Barbuda,1999,35-54,0,0
Antigua and Barbuda,1999,5-14,0,0
Antigua and Barbuda,1999,55-74,0,0
Antigua and Barbuda,1999,75+,0,0
Antigua and Barbuda,2000,55-74,0,30
Antigua and Barbuda,2000,35-54,0,9.97
Antigua and Barbuda,2000,15-24,1,0
Antigua and Barbuda,2000,25-34,1,0
Antigua and Barbuda,2000,35-54,1,0
Antigua and Barbuda,2000,5-14,1,0
Antigua and Barbuda,2000,55-74,1,0
Antigua and Barbuda,2000,75+,1,0
Antigua and Barbuda,2000,15-24,0,0
Antigua and Barbuda,2000,25-34,0,0
Antigua and Barbuda,2000,5-14,0,0
Antigua and Barbuda,2000,75+,0,0
Antigua and Barbuda,2001,35-54,0,19.45
Antigua and Barbuda,2001,15-24,1,0
Antigua and Barbuda,2001,25-34,1,0
Antigua and Barbuda,2001,35-54,1,0
Antigua and Barbuda,2001,5-14,1,0
Antigua and Barbuda,2001,55-74,1,0
Antigua and Barbuda,2001,75+,1,0
Antigua and Barbuda,2001,15-24,0,0
Antigua and Barbuda,2001,25-34,0,0
Antigua and Barbuda,2001,5-14,0,0
Antigua and Barbuda,2001,55-74,0,0
Antigua and Barbuda,2001,75+,0,0
Antigua and Barbuda,2002,15-24,1,0
Antigua and Barbuda,2002,25-34,1,0
Antigua and Barbuda,2002,35-54,1,0
Antigua and Barbuda,2002,5-14,1,0
Antigua and Barbuda,2002,55-74,1,0
Antigua and Barbuda,2002,75+,1,0
Antigua and Barbuda,2002,15-24,0,0
Antigua and Barbuda,2002,25-34,0,0
Antigua and Barbuda,2002,35-54,0,0
Antigua and Barbuda,2002,5-14,0,0
Antigua and Barbuda,2002,55-74,0,0
Antigua and Barbuda,2002,75+,0,0
Antigua and Barbuda,2003,55-74,0,27.82
Antigua and Barbuda,2003,15-24,1,0
Antigua and Barbuda,2003,25-34,1,0
Antigua and Barbuda,2003,35-54,1,0
Antigua and Barbuda,2003,5-14,1,0
Antigua and Barbuda,2003,55-74,1,0
Antigua and Barbuda,2003,75+,1,0
Antigua and Barbuda,2003,15-24,0,0
Antigua and Barbuda,2003,25-34,0,0
Antigua and Barbuda,2003,35-54,0,0
Antigua and Barbuda,2003,5-14,0,0
Antigua and Barbuda,2003,75+,0,0
Antigua and Barbuda,2004,55-74,0,27.29
Antigua and Barbuda,2004,35-54,0,8.77
Antigua and Barbuda,2004,15-24,1,0
Antigua and Barbuda,2004,25-34,1,0
Antigua and Barbuda,2004,35-54,1,0
Antigua and Barbuda,2004,5-14,1,0
Antigua and Barbuda,2004,55-74,1,0
Antigua and Barbuda,2004,75+,1,0
Antigua and Barbuda,2004,15-24,0,0
Antigua and Barbuda,2004,25-34,0,0
Antigua and Barbuda,2004,5-14,0,0
Antigua and Barbuda,2004,75+,0,0
Antigua and Barbuda,2005,15-24,1,0
Antigua and Barbuda,2005,25-34,1,0
Antigua and Barbuda,2005,35-54,1,0
Antigua and Barbuda,2005,5-14,1,0
Antigua and Barbuda,2005,55-74,1,0
Antigua and Barbuda,2005,75+,1,0
Antigua and Barbuda,2005,15-24,0,0
Antigua and Barbuda,2005,25-34,0,0
Antigua and Barbuda,2005,35-54,0,0
Antigua and Barbuda,2005,5-14,0,0
Antigua and Barbuda,2005,55-74,0,0
Antigua and Barbuda,2005,75+,0,0
Antigua and Barbuda,2006,15-24,1,0
Antigua and Barbuda,2006,25-34,1,0
Antigua and Barbuda,2006,35-54,1,0
Antigua and Barbuda,2006,5-14,1,0
Antigua and Barbuda,2006,55-74,1,0
Antigua and Barbuda,2006,75+,1,0
Antigua and Barbuda,2006,15-24,0,0
Antigua and Barbuda,2006,25-34,0,0
Antigua and Barbuda,2006,35-54,0,0
Antigua and Barbuda,2006,5-14,0,0
Antigua and Barbuda,2006,55-74,0,0
Antigua and Barbuda,2006,75+,0,0
Antigua and Barbuda,2007,35-54,0,7.98
Antigua and Barbuda,2007,15-24,1,0
Antigua and Barbuda,2007,25-34,1,0
Antigua and Barbuda,2007,35-54,1,0
Antigua and Barbuda,2007,5-14,1,0
Antigua and Barbuda,2007,55-74,1,0
Antigua and Barbuda,2007,75+,1,0
Antigua and Barbuda,2007,15-24,0,0
Antigua and Barbuda,2007,25-34,0,0
Antigua and Barbuda,2007,5-14,0,0
Antigua and Barbuda,2007,55-74,0,0
Antigua and Barbuda,2007,75+,0,0
Antigua and Barbuda,2008,15-24,1,0
Antigua and Barbuda,2008,25-34,1,0
Antigua and Barbuda,2008,35-54,1,0
Antigua and Barbuda,2008,5-14,1,0
Antigua and Barbuda,2008,55-74,1,0
Antigua and Barbuda,2008,75+,1,0
Antigua and Barbuda,2008,15-24,0,0
Antigua and Barbuda,2008,25-34,0,0
Antigua and Barbuda,2008,35-54,0,0
Antigua and Barbuda,2008,5-14,0,0
Antigua and Barbuda,2008,55-74,0,0
Antigua and Barbuda,2008,75+,0,0
Antigua and Barbuda,2009,15-24,1,0
Antigua and Barbuda,2009,25-34,1,0
Antigua and Barbuda,2009,35-54,1,0
Antigua and Barbuda,2009,5-14,1,0
Antigua and Barbuda,2009,55-74,1,0
Antigua and Barbuda,2009,75+,1,0
Antigua and Barbuda,2009,15-24,0,0
Antigua and Barbuda,2009,25-34,0,0
Antigua and Barbuda,2009,35-54,0,0
Antigua and Barbuda,2009,5-14,0,0
Antigua and Barbuda,2009,55-74,0,0
Antigua and Barbuda,2009,75+,0,0
Antigua and Barbuda,2012,15-24,1,0
Antigua and Barbuda,2012,25-34,1,0
Antigua and Barbuda,2012,35-54,1,0
Antigua and Barbuda,2012,5-14,1,0
Antigua and Barbuda,2012,55-74,1,0
Antigua and Barbuda,2012,75+,1,0
Antigua and Barbuda,2012,15-24,0,0
Antigua and Barbuda,2012,25-34,0,0
Antigua and Barbuda,2012,35-54,0,0
Antigua and Barbuda,2012,5-14,0,0
Antigua and Barbuda,2012,55-74,0,0
Antigua and Barbuda,2012,75+,0,0
Antigua and Barbuda,2013,15-24,1,0
Antigua and Barbuda,2013,25-34,1,0
Antigua and Barbuda,2013,35-54,1,0
Antigua and Barbuda,2013,5-14,1,0
Antigua and Barbuda,2013,55-74,1,0
Antigua and Barbuda,2013,75+,1,0
Antigua and Barbuda,2013,15-24,0,0
Antigua and Barbuda,2013,25-34,0,0
Antigua and Barbuda,2013,35-54,0,0
Antigua and Barbuda,2013,5-14,0,0
Antigua and Barbuda,2013,55-74,0,0
Antigua and Barbuda,2013,75+,0,0
Antigua and Barbuda,2014,15-24,1,0
Antigua and Barbuda,2014,25-34,1,0
Antigua and Barbuda,2014,35-54,1,0
Antigua and Barbuda,2014,5-14,1,0
Antigua and Barbuda,2014,55-74,1,0
Antigua and Barbuda,2014,75+,1,0
Antigua and Barbuda,2014,15-24,0,0
Antigua and Barbuda,2014,25-34,0,0
Antigua and Barbuda,2014,35-54,0,0
Antigua and Barbuda,2014,5-14,0,0
Antigua and Barbuda,2014,55-74,0,0
Antigua and Barbuda,2014,75+,0,0
Antigua and Barbuda,2015,55-74,1,15.62
Antigua and Barbuda,2015,15-24,1,0
Antigua and Barbuda,2015,25-34,1,0
Antigua and Barbuda,2015,35-54,1,0
Antigua and Barbuda,2015,5-14,1,0
Antigua and Barbuda,2015,75+,1,0
Antigua and Barbuda,2015,15-24,0,0
Antigua and Barbuda,2015,25-34,0,0
Antigua and Barbuda,2015,35-54,0,0
Antigua and Barbuda,2015,5-14,0,0
Antigua and Barbuda,2015,55-74,0,0
Antigua and Barbuda,2015,75+,0,0
Argentina,1985,75+,0,55.65
Argentina,1985,55-74,0,24.29
Argentina,1985,35-54,0,12.37
Argentina,1985,55-74,1,9.11
Argentina,1985,25-34,0,7.92
Argentina,1985,75+,1,7.64
Argentina,1985,15-24,0,6.46
Argentina,1985,35-54,1,4.23
Argentina,1985,25-34,1,2.97
Argentina,1985,15-24,1,2.93
Argentina,1985,5-14,0,0.53
Argentina,1985,5-14,1,0.37
Argentina,1986,75+,0,63.01
Argentina,1986,55-74,0,26.39
Argentina,1986,35-54,0,14.2
Argentina,1986,25-34,0,9.3
Argentina,1986,75+,1,8.89
Argentina,1986,55-74,1,8.67
Argentina,1986,15-24,0,7.66
Argentina,1986,35-54,1,5.57
Argentina,1986,25-34,1,4.37
Argentina,1986,15-24,1,4.27
Argentina,1986,5-14,0,0.33
Argentina,1986,5-14,1,0.24
Argentina,1987,75+,0,54.08
Argentina,1987,55-74,0,26.15
Argentina,1987,35-54,0,14.14
Argentina,1987,75+,1,10.42
Argentina,1987,55-74,1,9.54
Argentina,1987,25-34,0,8.44
Argentina,1987,15-24,0,7.27
Argentina,1987,35-54,1,6.11
Argentina,1987,25-34,1,4
Argentina,1987,15-24,1,3.88
Argentina,1987,5-14,0,0.48
Argentina,1987,5-14,1,0.47
Argentina,1988,75+,0,55.1
Argentina,1988,55-74,0,26.46
Argentina,1988,35-54,0,13.62
Argentina,1988,75+,1,10.13
Argentina,1988,55-74,1,9.66
Argentina,1988,25-34,0,9.45
Argentina,1988,15-24,0,8.36
Argentina,1988,35-54,1,5.64
Argentina,1988,15-24,1,4.11
Argentina,1988,25-34,1,2.74
Argentina,1988,5-14,0,0.62
Argentina,1988,5-14,1,0.35
Argentina,1989,75+,0,52
Argentina,1989,55-74,0,26.03
Argentina,1989,35-54,0,12.97
Argentina,1989,75+,1,10.45
Argentina,1989,25-34,0,9.58
Argentina,1989,55-74,1,8.22
Argentina,1989,15-24,0,7.22
Argentina,1989,35-54,1,4.66
Argentina,1989,25-34,1,3.71
Argentina,1989,15-24,1,3.19
Argentina,1989,5-14,0,0.55
Argentina,1989,5-14,1,0.35
Argentina,1990,75+,0,54.97
Argentina,1990,55-74,0,23.59
Argentina,1990,35-54,0,12.13
Argentina,1990,75+,1,9.49
Argentina,1990,25-34,0,7.92
Argentina,1990,55-74,1,7.67
Argentina,1990,15-24,0,6.6
Argentina,1990,35-54,1,4.5
Argentina,1990,15-24,1,3.54
Argentina,1990,25-34,1,3.38
Argentina,1990,5-14,0,0.67
Argentina,1990,5-14,1,0.44
Argentina,1991,75+,0,46.46
Argentina,1991,55-74,0,21.08
Argentina,1991,35-54,0,11.12
Argentina,1991,25-34,0,9.4
Argentina,1991,75+,1,7.6
Argentina,1991,55-74,1,6.74
Argentina,1991,15-24,0,6.54
Argentina,1991,35-54,1,3.6
Argentina,1991,25-34,1,3.33
Argentina,1991,15-24,1,2.27
Argentina,1991,5-14,0,0.83
Argentina,1991,5-14,1,0.27
Argentina,1992,75+,0,47.91
Argentina,1992,55-74,0,23.25
Argentina,1992,35-54,0,13.49
Argentina,1992,25-34,0,9.84
Argentina,1992,15-24,0,8.79
Argentina,1992,75+,1,6.78
Argentina,1992,55-74,1,5.79
Argentina,1992,35-54,1,3.73
Argentina,1992,25-34,1,3.39
Argentina,1992,15-24,1,2.84
Argentina,1992,5-14,0,0.65
Argentina,1992,5-14,1,0.4
Argentina,1993,75+,0,55.37
Argentina,1993,55-74,0,23.95
Argentina,1993,35-54,0,13.48
Argentina,1993,25-34,0,9.97
Argentina,1993,75+,1,8.3
Argentina,1993,15-24,0,8.01
Argentina,1993,55-74,1,4.91
Argentina,1993,35-54,1,3.77
Argentina,1993,25-34,1,3.24
Argentina,1993,15-24,1,2.54
Argentina,1993,5-14,0,0.74
Argentina,1993,5-14,1,0.49
Argentina,1994,75+,0,45.38
Argentina,1994,55-74,0,23.22
Argentina,1994,35-54,0,14.13
Argentina,1994,25-34,0,9.54
Argentina,1994,15-24,0,8.26
Argentina,1994,55-74,1,5.2
Argentina,1994,75+,1,4.72
Argentina,1994,35-54,1,4.12
Argentina,1994,15-24,1,3.3
Argentina,1994,25-34,1,3.04
Argentina,1994,5-14,0,0.8
Argentina,1994,5-14,1,0.34
Argentina,1995,75+,0,43.8
Argentina,1995,55-74,0,23.26
Argentina,1995,35-54,0,12.8
Argentina,1995,25-34,0,9.06
Argentina,1995,15-24,0,8.9
Argentina,1995,75+,1,6.6
Argentina,1995,55-74,1,5.1
Argentina,1995,35-54,1,3.52
Argentina,1995,15-24,1,3.31
Argentina,1995,25-34,1,2.59
Argentina,1995,5-14,1,0.58
Argentina,1995,5-14,0,0.45
Argentina,1996,75+,0,42.4
Argentina,1996,55-74,0,20.75
Argentina,1996,35-54,0,13.62
Argentina,1996,25-34,0,9.25
Argentina,1996,15-24,0,8.79
Argentina,1996,75+,1,7.7
Argentina,1996,55-74,1,4.94
Argentina,1996,35-54,1,4.38
Argentina,1996,15-24,1,3.36
Argentina,1996,25-34,1,2.14
Argentina,1996,5-14,0,0.42
Argentina,1996,5-14,1,0.28
